img_name,joint_1_x,joint_1_y,joint_2_x,joint_2_y,joint_3_x,joint_3_y,joint_4_x,joint_4_y,joint_5_x,joint_5_y,joint_6_x,joint_6_y,joint_7_x,joint_7_y,joint_8_x,joint_8_y,joint_9_x,joint_9_y,joint_10_x,joint_10_y,joint_11_x,joint_11_y,joint_12_x,joint_12_y,joint_13_x,joint_13_y,joint_14_x,joint_14_y
_im0001.jpg,0.47612027,0.78793382,0.479773213,0.669213182,0.472467327,0.521269004,0.536393824,0.523095475,0.532740882,0.641816112,0.534567353,0.740445565,0.452376143,0.376977768,0.410367302,0.422639551,0.450549671,0.327663042,0.57109678,0.336795398,0.580229136,0.404374838,0.58570855,0.404374838,0.514476168,0.300265971,0.518129111,0.207115933
_im0002.jpg,0.29600145,0.798432281,0.391724741,0.66202659,0.45274834,0.476562713,0.532916596,0.477759254,0.584367866,0.635702685,0.524540809,0.689547036,0.446765634,0.39998408,0.395314365,0.376053257,0.458731045,0.270757636,0.616674477,0.283919588,0.674108452,0.358105139,0.665732664,0.478955795,0.53650622,0.280329965,0.54727509,0.18101705
_im0003.jpg,0.397804353,0.553493755,0.340753138,0.410865717,0.441305904,0.49501626,0.497643979,0.551354334,0.488373156,0.705392615,0.430608801,0.655472801,0.374983867,0.30888667,0.483381175,0.34383054,0.582507661,0.343117399,0.658100521,0.484319156,0.633853755,0.627660334,0.638845736,0.619815792,0.645977138,0.415144558,0.642411437,0.316731212
_im0004.jpg,0.384670208,0.721816616,0.534621933,0.624347995,0.48213883,0.465024288,0.514003571,0.47439627,0.51962676,0.626222392,0.480264433,0.811787651,0.495259605,0.478145064,0.454022881,0.346937304,0.484013226,0.25134308,0.538370726,0.266338252,0.489636415,0.376927649,0.54211952,0.526879374,0.547742709,0.234473511,0.607723399,0.183864804
_im0005.jpg,0.471897942,0.788583445,0.501564776,0.625415857,0.424431008,0.50674852,0.379930756,0.49784847,0.433331058,0.63728259,0.371030706,0.74111651,0.623198796,0.275347214,0.554965078,0.319847465,0.480797992,0.302047365,0.492664726,0.331714199,0.578698545,0.373247766,0.62616548,0.307980731,0.501564776,0.27238053,0.507498143,0.201180128
_im0006.jpg,0.304187768,0.786715812,0.430185332,0.665564309,0.498030174,0.515336444,0.505299264,0.520182504,0.667642279,0.588027346,0.68944955,0.772177632,0.580413196,0.454760692,0.471376843,0.38933888,0.519837445,0.297263737,0.536798655,0.314224948,0.461684723,0.39660797,0.415647151,0.471721903,0.561028956,0.294840707,0.577990166,0.207611624
_im0007.jpg,0.416210465,0.306051775,0.531195819,0.525876716,0.370554516,0.62564342,0.365481632,0.62564342,0.482157947,0.495439417,0.311370878,0.459929234,0.51766813,0.554623055,0.431429115,0.667917447,0.570087923,0.652698797,0.54810543,0.686518019,0.399300854,0.669608408,0.466939297,0.59351516,0.59545234,0.645934953,0.680000394,0.608733809
_im0008.jpg,0.348823235,0.750746726,0.365420752,0.59445344,0.417979556,0.464439556,0.482986498,0.4824202,0.510649027,0.623499095,0.456707096,0.790857393,0.240939374,0.223775558,0.312861948,0.251438087,0.420745809,0.255587466,0.559058451,0.284633121,0.62544852,0.373153212,0.69875422,0.471355188,0.480220245,0.268035604,0.527246544,0.227924938
_im0009.jpg,0.501210856,0.773952796,0.56209384,0.620763351,0.449165724,0.520601022,0.514958627,0.530420858,0.462913495,0.670844516,0.391228691,0.790646517,0.381408855,0.452844152,0.362751166,0.385087283,0.432472003,0.326168265,0.540490201,0.296708757,0.577805579,0.381159348,0.606283104,0.338934053,0.485499118,0.287870904,0.490409036,0.20538428
_im0010.jpg,0.345151305,0.738430078,0.444826131,0.60236603,0.334076324,0.589708909,0.373629826,0.594455329,0.398944068,0.690965875,0.367301266,0.801715682,0.59038302,0.189427464,0.516022435,0.263788049,0.42425831,0.360298595,0.476468933,0.420419918,0.580890179,0.390359257,0.658415044,0.304923691,0.454318971,0.382448556,0.421094029,0.311252252
