img_name,joint_1_x,joint_1_y,joint_2_x,joint_2_y,joint_3_x,joint_3_y,joint_4_x,joint_4_y,joint_5_x,joint_5_y,joint_6_x,joint_6_y,joint_7_x,joint_7_y,joint_8_x,joint_8_y,joint_9_x,joint_9_y,joint_10_x,joint_10_y,joint_11_x,joint_11_y,joint_12_x,joint_12_y,joint_13_x,joint_13_y,joint_14_x,joint_14_y
img0000,0.47612027,0.78793382,0.479773213,0.669213182,0.47246732700000005,0.521269004,0.536393824,0.523095475,0.532740882,0.641816112,0.534567353,0.740445565,0.45237614299999995,0.376977768,0.41036730200000004,0.422639551,0.45054967100000004,0.327663042,0.57109678,0.33679539799999997,0.580229136,0.40437483799999996,0.58570855,0.40437483799999996,0.514476168,0.300265971,0.518129111,0.207115933
img0001,0.29600145,0.798432281,0.391724741,0.66202659,0.45274834,0.47656271299999997,0.532916596,0.47775925399999997,0.584367866,0.635702685,0.524540809,0.6895470359999999,0.44676563399999997,0.39998408,0.395314365,0.37605325700000003,0.458731045,0.270757636,0.616674477,0.283919588,0.674108452,0.35810513899999996,0.665732664,0.478955795,0.53650622,0.280329965,0.54727509,0.18101705
img0002,0.39780435299999994,0.553493755,0.34075313799999996,0.410865717,0.44130590399999997,0.49501626,0.49764397899999996,0.551354334,0.48837315600000003,0.705392615,0.43060880100000004,0.655472801,0.374983867,0.30888667,0.483381175,0.34383054,0.5825076610000001,0.343117399,0.658100521,0.48431915600000003,0.633853755,0.627660334,0.638845736,0.619815792,0.645977138,0.415144558,0.642411437,0.316731212
img0003,0.38467020799999996,0.7218166159999999,0.5346219329999999,0.624347995,0.48213883,0.46502428799999995,0.514003571,0.47439627,0.51962676,0.6262223920000001,0.480264433,0.8117876509999999,0.495259605,0.478145064,0.454022881,0.346937304,0.484013226,0.25134308,0.538370726,0.266338252,0.489636415,0.376927649,0.54211952,0.526879374,0.547742709,0.23447351100000002,0.6077233989999999,0.183864804
img0004,0.471897942,0.788583445,0.501564776,0.625415857,0.42443100799999994,0.50674852,0.37993075600000004,0.49784847,0.433331058,0.63728259,0.371030706,0.74111651,0.623198796,0.275347214,0.554965078,0.319847465,0.480797992,0.302047365,0.492664726,0.331714199,0.578698545,0.37324776600000004,0.62616548,0.307980731,0.501564776,0.27238053,0.507498143,0.201180128
img0005,0.304187768,0.7867158120000001,0.43018533200000003,0.665564309,0.498030174,0.515336444,0.505299264,0.520182504,0.667642279,0.5880273460000001,0.68944955,0.772177632,0.580413196,0.454760692,0.471376843,0.38933888,0.519837445,0.297263737,0.536798655,0.314224948,0.46168472299999996,0.39660797,0.415647151,0.47172190299999994,0.561028956,0.294840707,0.577990166,0.207611624
img0006,0.416210465,0.306051775,0.531195819,0.525876716,0.370554516,0.62564342,0.36548163200000006,0.62564342,0.48215794700000003,0.49543941700000005,0.311370878,0.45992923399999996,0.51766813,0.554623055,0.431429115,0.667917447,0.570087923,0.652698797,0.54810543,0.6865180190000001,0.399300854,0.669608408,0.46693929700000003,0.59351516,0.59545234,0.6459349529999999,0.680000394,0.608733809
img0007,0.348823235,0.7507467259999999,0.365420752,0.59445344,0.41797955600000003,0.46443955600000003,0.482986498,0.4824202,0.510649027,0.623499095,0.45670709600000003,0.790857393,0.24093937399999998,0.223775558,0.312861948,0.251438087,0.42074580899999997,0.25558746600000004,0.5590584510000001,0.284633121,0.62544852,0.373153212,0.69875422,0.471355188,0.480220245,0.268035604,0.527246544,0.227924938
img0008,0.501210856,0.7739527959999999,0.56209384,0.620763351,0.449165724,0.520601022,0.5149586270000001,0.5304208579999999,0.462913495,0.6708445160000001,0.391228691,0.790646517,0.381408855,0.45284415200000006,0.362751166,0.38508728299999995,0.432472003,0.326168265,0.540490201,0.296708757,0.577805579,0.38115934799999995,0.606283104,0.33893405299999996,0.48549911799999995,0.287870904,0.490409036,0.20538428
img0009,0.345151305,0.7384300779999999,0.444826131,0.60236603,0.334076324,0.589708909,0.373629826,0.594455329,0.398944068,0.690965875,0.367301266,0.801715682,0.59038302,0.189427464,0.516022435,0.26378804899999997,0.42425831,0.360298595,0.476468933,0.42041991799999995,0.580890179,0.390359257,0.658415044,0.304923691,0.454318971,0.382448556,0.421094029,0.311252252
