img_name,joint_1_x,joint_1_y,joint_2_x,joint_2_y,joint_3_x,joint_3_y,joint_4_x,joint_4_y,joint_5_x,joint_5_y,joint_6_x,joint_6_y,joint_7_x,joint_7_y,joint_8_x,joint_8_y,joint_9_x,joint_9_y,joint_10_x,joint_10_y,joint_11_x,joint_11_y,joint_12_x,joint_12_y,joint_13_x,joint_13_y,joint_14_x,joint_14_y
im0001.jpg,29.74645940655481,143.34544031478885,30.550106796871408,117.22690012949823,28.942812016238122,84.67918082167456,43.00664134677925,85.08100451683288,42.20299395646262,111.19954470212348,42.604817651620905,132.89802424067258,24.522751369496643,52.93510890416752,15.28080638085534,62.980701283125455,24.12092767433833,42.08586913489297,50.64129155478724,44.094987610684534,52.65041003057883,58.962464331542286,53.8558811160538,58.962464331542286,38.18475700487942,36.0585137075182,38.98840439519605,15.565505254444032
im0002.jpg,28.120318970834436,166.65510177108112,49.17944312274209,136.64584985461272,62.604634769583235,95.84379681029161,80.2416512468059,96.10703586219046,91.56093047845627,130.8545907128381,78.39897788351396,142.70034804828614,61.288439510089006,78.99649748876548,49.96916027843864,73.73171645078857,63.92083002907746,50.56667988369015,98.66838487972508,53.46230945457745,111.3038593708697,69.78313067230589,109.46118600757778,96.37027491408931,81.03136840250245,52.6725922988809,83.40051986959206,30.823750991276704
im0003.jpg,40.51695760703586,81.76862603504782,27.9656903080587,50.390457787604916,50.08729892250592,68.90357705359622,62.481675380245875,81.29795351133616,60.4420944441621,115.18637521857447,47.73393630394772,104.20401633196946,35.496450687444984,27.955067490683255,59.34385855550159,35.64271871130677,81.1516854874744,35.48582787006955,97.78211465861911,66.550214435038,92.44782605655384,98.08527352371812,93.54606194521435,96.35947427010875,95.11497035758647,51.3318028350282,94.33051615140039,29.680866744292615
im0004.jpg,19.627445823438876,137.79965557866376,52.61682528129182,116.3565589310594,41.07054247104325,81.30534325709066,48.080785605837015,83.36717947320642,49.31788733550651,116.7689261742825,40.658175227820074,157.59328325337552,43.95711317360541,84.19191395965275,34.88503382269586,55.326206934031454,41.48290971426641,34.29547752965022,53.44155976773815,37.5944154754355,42.72001144393591,61.92408282560203,54.26629425418448,94.91346228345498,55.50339598385387,30.584172340641754,68.69914776699508,19.450256773616406
im0005.jpg,44.817547271319576,151.48835777430668,51.34425078201857,115.59148846546209,34.37482165420113,89.48467442266599,24.584766388152573,87.52666336945629,36.33283270741082,118.20216986974168,22.626755334942874,141.0456321571883,78.10373517588457,38.57638703921365,63.09231710127682,48.3664423052622,46.77555832452928,44.45042019884274,49.386239728808874,50.97712370954179,68.31367990983603,60.11450862452039,78.75640552695447,45.7557609009826,51.34425078201857,37.92371668814375,52.64959148415837,22.259628262466098
im0006.jpg,33.92130891306245,161.0774787023162,61.640772967799506,134.42414788045366,76.56663822804259,101.37401766134407,78.16583807735431,102.44015089421859,113.88130137865019,117.36601615446162,118.67890092658546,157.8790790036927,94.69090318690911,88.04735225041279,70.70290544723282,73.65455360660701,81.36423777597787,53.398022181991465,85.09570409103857,57.1294884970522,68.57063898148382,75.25375345591875,58.44237326917602,91.77881856547356,90.42637025541113,52.86495556555421,94.1578365704719,33.674557373813165
im0007.jpg,55.56630226102199,32.33139058574445,80.86308006738923,80.6928775685053,45.521993426140874,102.64155242991217,44.405959111154104,102.64155242991217,70.07474835585029,73.99667167858455,32.50159308462831,66.18443147367704,77.8869885607578,87.0170720200971,58.91440520598236,111.94183838813545,89.41934314895465,108.59373544317505,84.58319445067855,116.03396420975366,51.84618787773268,112.31384982646439,66.72664541088992,95.5733351016625,94.9995147238886,107.10568968985935,113.60008664033509,98.9214380466229
im0008.jpg,51.74111169056544,156.16427976055164,55.39256545233841,121.77975683718965,66.9555023646194,93.1767023699682,81.25702959823015,97.13244394522222,87.34278586785175,128.16980092029235,75.47556114208963,164.98862635150294,28.006662239041255,40.230622824260394,43.82962854005738,46.31637909388196,67.56407799158157,47.22924253432518,97.99285933968952,53.61928661742786,112.59867438678131,73.09370668021694,128.72592850127853,94.69814143737358,80.64845397126798,49.967832855654926,90.99423962962467,41.14348626470361
im0009.jpg,46.26638836450793,146.26961506522028,59.66064492851101,112.56793725901893,34.81645936624722,90.5322248472719,49.2908979112183,92.69258880920788,37.84096891295759,123.58579346489245,22.070311990824905,149.94223380051145,19.90994802888894,75.62571350991362,15.805256501210566,60.71920217255534,31.143840630956053,47.75701840093942,54.90784421225186,41.27592651513149,63.117227267608605,59.85505658778094,69.38228275722294,50.56549155145621,42.809806025410346,39.331598949389104,43.889988006378346,21.184541669126826
im0010.jpg,30.93328702720477,149.45461718844254,52.861748782749636,119.52052653801626,28.496791276588727,116.7359599658836,37.19856181450333,117.78017243043334,42.76769495876868,139.01249254294495,35.806278528437,163.37745004910585,84.88426436227537,28.674042122187796,68.52493575099592,45.03337073346726,48.33682810303401,66.26569084597887,59.82316521308132,79.49238206360909,82.79583943317586,72.87903645479399,99.8513096874885,54.083212092898464,54.950173711849125,71.13868234721106,47.64068646000087,55.47549537896478
